waktu,clean_text
2025-07-15,tatang sahaeri atau edwar adalah seorang penipu kelas kakap
2025-07-15,jadi saksi kasus mantan pacar read more: -kgaeul
2025-07-15,keuangan atau instansi pemerintah. jangan pernah memasukkan informasi pribadi di situs web yang tidak sobat kenal.
2025-07-15,heh kmpng masih berani aja kamu open kyc jangan ambil job di kampang inii penipu handal cewe tapi kek binatang kelakuannya
2025-07-15,jumlah korban yang sudah terdata sekarang ini 57 orang dan total dari kerugian korban rp 4 8 miliar ujar salah satu korban henry idris (48) saat dikonfirmasi selasa (15/7/2025). ll
2025-07-15,sebanyak 57 orang diduga tertipu jual beli kontrakan di kranji jakasampurna bekasi barat kota bekasi. akibat kejadian ini total kerugian yang dialami para korban ditaksir mencapai rp 4 8 miliar. ll
2025-07-14,plis up penipu! temen aku ketipu jutaan usn scammer nya qris nya kedai babeh lokasinya kab.pesisir help rt and be careful! akun dan qrisnya dibawah. tags :
2025-07-14,warning penipuan hallo guys buat kalian semua hati sm no ini yaa. kmrn aku di chat no ini dgn dalih dia adlh adm ekspedisi sipat yg ktnya paket ku ketuker (sprti difoto) yudh aku iyain trs si adm ini mo bntu refund tpi ini org malah krim barcode
2025-07-14,penipuan pencurian tlg dibantu viralkan krn sdh menghilang sejak bulan mei 2025. akun sheet payment di kunci. jadi para talent diberi job oleh beliau dan dighosting (tidak dibayarkan haknya). an : indah nuraeni
2025-07-13,x please do your magic. nipu buat gaya hidup kasian banget banyak korbannya. ini bukan sekedar tentang uang tapi banyak orang yang sudah dan akan dia rugikan.please bantu report akunnya dan tag x nya yang tau orang ini.jangan sampe ada korban korban selanjutnya
2025-07-13,1. akun komplotannya tumbang sisa 2 masih berkeliaran hai nder how are you
2025-07-13,drama yang rumit - yang satu mantan joki pinjol - yang satu komplotannya bawa bosbosannya ( makan teman ) - yang satu ( titttttttrt rahasia) gamau di up orangnya haii komplotannyan eh tag maaf si
2025-07-13,top 3 manusia terkampang kampang 1. (ketua) 2. (wakil) 3. (anggota) semoga hidup kalian ga sengsara ya keseringan nipu orang ya kampang
2025-07-13,peniaga kerugian rm829 705 ditipu sindiket pelaburan tidak wujud
2025-07-13,komen di tweet nya hasil nipu kali yaa help rt guys!
2025-07-13,hati2! akun thrifting jaket bermerk tapi penipuan! masih aktif sampe sekarang padahal sudah direport. mnt bantuannya buat report y teman2 biar g ada yg kena lagi. ig /thrifttrend.id
2025-07-13,lelah menunggu bsu 2025 tak kunjung cair? waspada jangan klik link cek tanpa nik bisa jadi penipuan sudah lama menunggu bsu 2025 tapi saldo rp 600.000 belum juga masuk ke rekening kamu?
2025-07-13,penipuan! halo baru bgt kmrn aku kena tipu sekitar 3jt terus penipu ini psn gojek biar seolah2 gojek ini ngirim brg ke aku nah emg bnr dipesenin gojek amp; dikasi link tracking gojeknya tp pas udh mau sampai tiba2
2025-07-12,tolonggg ini orang ternyata mau nipu tbl tbl tbl mana isi pelecehan lagi pas ketahuan nipu pke safecash va untung saldo 0rupiah bjirrrlah
2025-07-12,penyelia gudang rugi rm500 000 terpedaya pelaburan palsu mangsa melihat iklan pelaburan tersebut di facebook sebelum berhubung dengan seorang wanita yang dikenali sebagai liane.
2025-07-12,yg suka thrfting online hati2 sama account ini scam! keliatan barang murah harganya tapi ternyata scam diminta transfer ini itu dan barang g bakalan pernah sampai di pembeli barangnya. acc ig : /thrifttrend.id no wa ganti2 dan acc ig masih aktif.
2025-07-11,testi buzzer gass aja bikin resah penipu gundik dll bisa ya guys cus dm ig or tele semua ada disini yaa temen-temen di chat aja
2025-07-11,tolong siapapun yang bisa lacak nomer ini dm plis aku abis di tipu lumayan besar nominalnya tolong bantu lacak jangan ada yg sampe kena tipu lagi
2025-07-11,keliru: prabowo meresmikan pinjaman online tanpa bunga
2025-07-11,usahawan produk kesihatan rugi rm84 000 terjebak pelaburan kripto wang simpanan sebanyak rm84 000 lebur tidak sampai dua bulan.
2025-07-11,tolongg yaa guysss bantu report aja itu akun carousellnya kalo bisa tambahin di getcontact nya juga gatau sih gua mo ngejer gimana ya intinya hati2 bertransaksi kedepannya apalagi nominal gede y btw org rmh gua gada yg tw w tkt anjay wkwk
2025-07-10,no hp penipu! 62 823-2224-9047 muhamad hasim 085863243357
2025-07-10,ajggg beneran ditipu bangsatttt guys pls ramein
2025-07-10,twitter do your magic gais hati buat kalian yang di dm di tiktok nawar untuk sewain akun tiktok kalian mereka pakai buat live-an jual barang dan merekaa itu adalah penipuan takutnya kalian yang diincar sama korban
2025-07-10,warning aku habis ditipu kost deket undip sama nomer ini lengkapnya aku ceritain dibawah yaa retweet gais biar gaada korban selanjutnya
2025-07-10,tolong bantu viralin guys akun penipu nih duit temen gue 5 juta lenyap
2025-07-10,thread penipuan carousell hii guys guys dibantu dong report akun carousell ini gue ketipu 4 4jt untuk beli kamera second acepro 360 jd kronologi nya ya w tertipu jink bgt sad wkwk ya emg gblk ya gue mau transaksi diluar rekber jadi gua udh mintain -c
2025-07-10,ini merupakan modus penipuan untuk mengambil data korban masyarakat semua kami meminta waspada dan lebih teliti ungkapnya.
2025-07-10,pt elnusa tbk (elsa) mengingatkan masyarakat untuk waspada terhadap modus penipuan bermotif lowongan kerja yang mengatasnamakan perusahaan. ta
2025-07-10,ojk menyebut istilah syariah kini sering dipakai sebagai topeng untuk menipu termasuk dalam jual beli online pinjaman hingga investasi bodong.
2025-07-10,waspadai penipuan catut nama pejabat polda malut
2025-07-10,weeew ini dia orangnya ternyata dia main twitter juga dulu do your magic warga twitter please
2025-07-10,kenapa tatang sahaeri alias edwar setega itu sama saya? ya memang dia ga perduli karena dia melihat saya bukan sebagai manusia tapi sebagai target itulah penipu
2025-07-10,modus penipuan berkedok pengembalian paket marak di e-commerce
2025-07-09,puluhan warga asing ditahan atas dakwaan penipuan dalam talian di pakistan
2025-07-09,penipu babi untung gw pinter hati2 ya guys!
2025-07-09,harapan ratusan pensiunan untuk mendapatkan kembali uang mereka yang raib akibat investasi fiktif oleh dwi rahayu seorang oknum persit dari kodim kebumen kandas di ruang sidang. ll
2025-07-09,kasus dugaan penipuan apartemen the frontage saat ini tengah disidak oleh wakil wali kota surabaya yang melibatkan pt tri karya graha utama. sebanyak 100 lebih korban dengan total kerugian sekitar rp 105 miliar. ll
2025-07-09,penipuan jangan beli di themerchandise indonesia aku kena tipu 263rb. transfer ke: bri-empon erwanti awalnya dijanjiin army bomb ori 240rb terus diminta transfer lagi 300rb buat alasan gak jelas. refund ditolak. viralkan biar gak ada korban lagi!
2025-07-09,ada gila gilanya sehari ditelpon orang stressssss
2025-07-09,dwi rahayu oknum anggota persit yang terlibat dalam penipuan ratusan pensiunan dengan modus investasi fiktif divonis dua tahun dan enam bulan penjara oleh majelis hakim di pengadilan negeri purworejo. ll
2025-07-09,lu mau nipu gua ya cok? woy nih alesan dilogin paksa terus mau dibantu blokir. gua tau pasti ntar kalo gua buka shopee akun gua di hp sini yg lu blokir kan? gua lagi ada orderan di jalan jancok. stop nipu anjing.
2025-07-09,penipu asyuuuuu. suuu.
2025-07-09,azura luna rondo kediri penipu cinta kaliber dunia
2025-07-09,masyarakat dihimbau untuk lebih waspada terhadap maraknya akun media sosial dan situs web palsu yang mengatasnamakan perusahaan dan menyebarkan informasi rekrutmen tidak resmi
2025-07-09,kena tipu tatang sahaeri setres ya allah mungkin ini ujianku tp aku ga ikhlas sampe kapanpun km punya anak tatang sahaeri semoga mereka tdk merasakan apa yg sy rasakan
2025-07-09,ma diketahui masuk dalam daftar pencarian orang (dpo) atas kasus penggelapan bermodus cek aura di wilayah tebing tinggi provinsi sumatera utara.
2025-07-08,hati hati tang di dm komplotan penipu!
2025-07-08,tandain nomor penipuan shopee pakai telepon untung ga kena
2025-07-08,keliru: tautan pendaftaran bantuan bibit ikan dari kementerian kelautan dan perikanan
2025-07-08,apakah benar ada perusahaan ini atau hanya oknum penipu saja soalnya ini harap hati banyak penipuan trader dan sudah banyak korbanya
2025-07-08,ayah dilarang bepergian ke luar negeri diduga terlibat rp3 4 triliun. pengadilan tolak bandingnya! read more: null -kgaeul
2025-07-08,penipu berkedok jasa bantu balikin uang untuk kalian semua yang abis ketipu terus dichat sama akun x jangan percaya dahh ini aku sama temen aku udah ketipu mana nipu nya pake nama allah lagi bantu up kasus ini yaa teman teman.
2025-07-08,ayah diduga miliar larangan bepergian tetap berlaku. read more: null -kgaeul
2025-07-08,perempuan itu bercerita peristiwa penipuan tersebut terjadi setelah dirinya berbelanja sampo seharga rp 10.000 di aplikasi tiktok. md
2025-07-08,hallo guys please buat yang tau nomor ini jadi temen aku yang ngerantau kena scam kost an. dia dapet info kost nya dari tiktok ( )tapi buat masuk kost katanya harus tunjukin kwitansi pembayaran ke satpam kronologinya aku tulis dibawah
2025-07-08,dear gimana bisa data alamat penerima bisa diakses pihak gak berwenang? lengkap bgt pula dan disalahgunakan untuk penipuan.
2025-07-08,risa havid penipu. hati jika nomor rekening namanya risa havid. penipu. akun wa palugada official 3290030488 no reknya. toloang di blokir saja no rekening penipu
2025-07-08,menindaklanjuti kasus ini. sebelumnya kejadian serupa juga terjadi di tangerang selatan di mana debt collector menggunakan laporan evakuasi ular sebagai kedok untuk menagih utang pinjol.
2025-07-07,hati2 yg komen dibawah ada penipu kak ini
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,penipu
2025-07-07,penipu
2025-07-07,penipu
2025-07-07,penipu
2025-07-07,hatihati kak ini penipu
2025-07-07,hatihati kak ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,ini penipu
2025-07-07,twitter do your magic ade gua jadi korban tele boleh sharing yang mungkin juga pernah kena scam org ini. wanya aktif tuh ayo serang.
2025-07-07,waduh ngeri penipuan udh dimana2 ya? follow cr: ig/exploredolan.id amp; manusiakuwat dm for credits or remove video
2025-07-07,keliru: tautan pendaftaran undian berhadiah wondr by bni
2025-07-07,keliru: tautan pendaftaran bantuan subsidi upah 2025 dari kemenaker
2025-07-07,wanita ini ngaku ditipu oknum mahasiswa saat main ke blok m. awalnya ia diajak foto buat produk tapi ujung-ujungnya malah di suruh beli kopi tersebut dan tidak bisa batal karena foto itu sudah di kirim ke grup
2025-07-07,wanita ini ngaku ditipu oknum mahasiswa saat main ke blok m. awalnya ia diajak foto buat produk tapi ujung-ujungnya malah di suruh beli kopi tersebut dan tidak bisa batal karena foto itu sudah di kirim ke grup
2025-07-07,korban kavling bodong sepakat lapor polisi usai datangi kantor lurah seibinti
2025-07-07,scammer alert kronologinya aku beli 1k robux seharian ga di proses ternyata pas aku cari info tentang dia ternyata dia nipu kerugian 138k nama qris : toko barokah jaya dom qris nya surabaya lebih lengkap
2025-07-06,tandain akunnya ya temen2 dia penipu
2025-07-06,hampir semua provider menjual kuota murah jumbo misal harga kuota 80gb 100rb tapi yg benar-benar speed 30mbps dari 80gb itu hanya 20gb saja sisanya sinyal lemot alias kecepatan hanya 5mbps konyol yaa provider di indonesia
2025-07-06,tatang sahaeri disini dipanggil edwar bawa kabur mobil orang duit banya orang penipu kelas kakap nipu sim juga 2017 tp lolos jadi buron tolong viralin warga x
2025-07-06,kadang mikir. orang yg hidup nya nipu orang tuh tenang ga sih amp; punya hati nurani ga padahal dia punya anak ga takut gitu yaa kalau seandainya terjadi ke anaknya
2025-07-06,gemes sama 2 penipu cc uob ini kartunya aja ga pernah diaktifin tapi otp palsu bisa masuk.
2025-07-06,penipuan: kejari kota mojokerto mengeluarkan imbauan melalui akun instagramnya terhadap maraknya aksi penipuan yang menyasar sejumlah pejabat di lingkungan pemkot mojokerto.
2025-07-06,nih gess penipu tolong bantu spam telp ke nomor ini biar uangku dibalikin ma dia
2025-07-06,mereka dapat membuat situs web palsu yang sangat mirip dengan situs web resmi lembaga keuangan atau instansi pemerintah. jangan pernah memasukkan informasi pribadi di situs web yang tidak sobat kenal.
2025-07-05,perkhidmatan 'pintu belakang' padam blacklist ancaman keselamatan negara jika tidak dibendung ia berpotensi membuka ruang kepada penjenayah antarabangsa penyeludupan manusia dan pelbagai ancaman keselamatan lain
2025-07-05,petugas kepolisian satuan reserse kriminal (satreskrim) polres batu mengamankan tiga pelaku pemerasan. dua di antaranya nekat mengaku sebagai anggota polisi. lt;
2025-07-05,modus penipuan: kejaksaan negeri (kejari) kota mojokerto mengeluarkan imbuan kepada masyarakat agar mewaspadai aksi penipuan yang mengatasnamakan kejari.
2025-07-05,kerani rugi hampir rm20 000 ditipu sindiket kerja sambilan mangsa telah melihat iklan kerja sambilan di sebuah laman sesawang pada 1 julai yang menjanjikan komisen tinggi - polis
2025-07-05,review2 di akun dia awalnya keliatan aman semua. tapi pas gue telusurin kayaknya itu akun alter dia sendiri yang pura-pura jadi pembeli ada yang bisa bantu lacak atau pernah ngalamin hal serupa? tolong bantu spread biar gak ada korban lagi
2025-07-05,guysss gw ditipu awalnya gue beli tote bag deal via carousell lalu lanjut ke wa. gue udah transfer dan dia responnya masih aman. terus dia tiba-tiba nawarin dompet kate spade yang murah banget. di situ gue mulai curiga antara barang kw atau gue ketipu.
2025-07-05,penipuuuuuu anjerrrr
2025-07-05,si penipu ganti usn lagi
2025-07-05,peniaga rugi lebih rm66 000 tertipu tawaran kerja mangsa diperdaya dengan tawaran pekerjaan sambilan tidak wujud melalui sebuah aplikasi e-dagang popular
2025-07-05,dalam menghadapi kebimbangan dan pembohongan dan jurnal menjadi penting.
2025-07-04,dia tiba2 bilang nyuruh nambah 400 katanya ada yg nawar orang lain eh akhirnya gajadi trus diulur2 terus kirimnya katanya mau divideoin lah di vc lah
2025-07-04,ada yang pernah ditipu sama yang jualan digicam ga
2025-07-04,12 rem diserbu polis bongkar penipuan urus niaga sawit polis serbu 12 pusat rem sawit berlesen dan pembeli tidak sah di hilir perak berkait penyelewengan urus niaga sawit.
2025-07-04,kocak gue habis ditipu tp untung ga ketarik duit gue karna habis gue pindahin ke bank sebelah ya masa gue yg harus bayar nominalnya? trs hbs itu qris nya beda2 nominal lagi sampe 2jt gilaaa
2025-07-04,guys tolong bantu cek akun ini akun 2 minggu yg lalu menipu saya tiket tds4lsiphone 11 pro printilan kpop lainnya total 8 jt an tolong bagi yg punya akun ini tolong kesadarannya semua yang kamu dapet itu haram sampai kapapun sayaa nggak ikhlas
2025-07-04,orang ini bener gada itikad baik buat balikin uangku haha udah berhasil nipu berapa orang tuh username gonta ganti mulu kak haloo
2025-07-04,kerani jururawat peniaga masuk perangkap scammer kerugian lebih rm900 000 mereka menjadi mangsa sindiket penipuan pelaburan tidak wujud dalam talian sehingga kerugian keseluruhan mencecah rm942 471.
2025-07-04,thread penipu wallahi si penipu malah upload produk baru di shopee shopee : alfianstorebox tolong bgt dong blokir akunnya biar gaada korban lagi dan cust yg mau beli tolong cek twt/x dulu ya biar tau penipunya
2025-07-03,charoen pokphand tanggapi penipuan yang catut nama perusahaan
2025-07-03,semoga ada tindak lanjut dari pihak terkait
